"born_CH","since","male","kids","unemployed","refugee","married","percent_novotes_rounded","origin_region","application_decade","age","education","local_language","integration_level","skill_level"
0,12.9999995231628,0,0,0,0,0,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","highly integrated","high"
0,17.9999995231628,1,0,0,0,0,22,"Southern Europe","1980s","21–40 years","low",NA,"highly assimilated","middle"
0,17.9999995231628,1,1,0,0,1,62,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
0,22.0000004768372,1,1,0,0,1,51,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
1,20,0,0,0,0,0,31,"Norther & Western Europe","1980s",NA,"low",NA,NA,"high"
0,25,1,1,0,0,1,20,"Norther & Western Europe","1970s","41–60 years","low","perfect","indistinguishable from Swiss","low"
0,12.0000004768372,0,1,0,0,1,56,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"integrated","low"
1,18.9999997615814,1,0,0,0,0,45,"Norther & Western Europe","1980s",NA,"low","perfect","highly assimilated","high"
0,27.0000004768372,0,1,0,0,0,52,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect","integrated","high"
1,22.0000004768372,0,0,0,0,0,43,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect","assimilated","middle"
0,22.9999995231628,1,1,0,1,1,27,"Asian Countries","2000s","60+ years","low",NA,"familiar with Swiss customs and traditions",NA
0,27.0000004768372,1,1,0,0,1,20,"Southern Europe","1970s","41–60 years","low",NA,"assimilated","low"
0,18.9999997615814,1,1,0,1,0,47,"Central & Eastern Europe","1980s","41–60 years","low","perfect","assimilated","high"
0,22.0000004768372,1,1,0,0,1,49,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"integrated","low"
1,45,0,0,0,0,0,16,"Southern Europe","1970s","41–60 years","low","perfect","indistinguishable from Swiss","low"
0,10,0,0,0,0,0,42,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","high"
1,25.9999990463257,0,0,0,0,0,30,"Southern Europe","1990s","21–40 years","low","perfect","integrated","high"
1,24.0000009536743,0,0,0,0,0,43,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","integrated","middle"
0,22.0000004768372,0,1,0,0,0,51,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","high"
1,20,0,0,0,0,0,23,"Southern Europe","2000s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,13.9999997615814,1,1,0,1,1,48,"Asian Countries","1990s","41–60 years","low",NA,NA,"low"
0,15,1,1,0,0,1,42,"Former Yugoslavia and Turkey","1980s","41–60 years","low","perfect","assimilated","high"
0,15,1,0,0,0,0,49,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","integrated","low"
0,22.0000004768372,0,1,0,0,0,53,"Central & Eastern Europe","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
0,20.9999990463257,1,1,0,0,1,51,"Former Yugoslavia and Turkey","2000s","60+ years","low",NA,"integrated","middle"
0,17.0000004768372,1,1,0,1,1,41,"Asian Countries","1990s","21–40 years","low",NA,"adjusted","high"
0,11.0000002384186,0,0,NA,0,0,48,"Asian Countries","1990s",NA,"low","perfect","highly integrated",NA
0,17.0000004768372,0,0,0,1,0,41,"Asian Countries","1990s","41–60 years","low","perfect","integrated","high"
0,15,0,1,0,0,1,45,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
1,44.0000009536743,0,0,0,0,0,18,"Southern Europe","1970s","41–60 years","low",NA,"highly assimilated","low"
1,15,1,0,0,0,0,43,"Former Yugoslavia and Turkey","1980s",NA,"low",NA,"assimilated",NA
0,58.0000019073486,1,1,0,0,1,22,"Norther & Western Europe","1980s","60+ years","low",NA,"highly assimilated",NA
0,18.9999997615814,1,1,0,0,1,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"adjusted","low"
0,22.9999995231628,1,0,0,0,1,49,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","high"
1,17.9999995231628,1,0,0,0,0,47,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","highly integrated","high"
0,37.0000004768372,1,1,0,0,1,55,"Former Yugoslavia and Turkey","2000s","60+ years","low",NA,"integrated","low"
0,32.0000004768372,0,1,0,0,0,39,"Southern Europe","1990s","21–40 years","low","perfect","integrated",NA
0,15,1,1,0,1,1,38,"Central & Eastern Europe","1980s","41–60 years","low",NA,"assimilated","middle"
0,15,0,1,0,1,1,38,"Asian Countries","1990s","21–40 years","low",NA,"integrated","high"
0,13.9999997615814,0,1,0,0,1,52,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","high"
0,16.0000002384186,1,1,0,0,1,61,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,"adjusted","low"
0,13.9999997615814,1,1,0,0,1,45,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect","assimilated","middle"
0,25.9999990463257,1,0,0,0,1,35,"Southern Europe","1990s","41–60 years","low","good","integrated","high"
0,25,1,0,0,0,0,58,"Former Yugoslavia and Turkey","1990s","60+ years","low",NA,"integrated","middle"
1,58.0000019073486,1,1,0,0,1,14,"Southern Europe","1970s","41–60 years","low",NA,NA,"low"
1,13.9999997615814,1,0,0,0,0,49,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","integrated",NA
0,24.0000009536743,0,1,0,0,1,40,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"integrated",NA
1,18.9999997615814,0,0,0,0,0,50,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","familiar with Swiss customs and traditions","low"
0,12.9999995231628,1,0,0,0,1,54,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"familiar with Swiss customs and traditions","high"
0,12.9999995231628,0,0,0,1,0,42,"Asian Countries","1990s",NA,"low",NA,"integrated",NA
0,13.9999997615814,1,1,0,0,1,47,"Asian Countries","1980s","41–60 years","low",NA,NA,"high"
0,17.9999995231628,1,1,0,0,1,26,"Norther & Western Europe","1970s","41–60 years","low",NA,NA,"middle"
0,17.0000004768372,1,1,0,0,1,16,"Norther & Western Europe","1970s","21–40 years","low","perfect","assimilated","low"
1,20,1,0,0,0,0,49,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","familiar with Swiss customs and traditions","high"
0,17.9999995231628,1,1,0,0,1,30,"Southern Europe","1970s","21–40 years","low","perfect","assimilated","low"
1,30,0,0,0,0,0,41,"Southern Europe","1990s","21–40 years","low","perfect","integrated","high"
1,53.0000019073486,0,0,0,0,0,13,"Norther & Western Europe","1970s","41–60 years","low","perfect","assimilated","low"
0,40.9999990463257,0,1,0,0,1,22,"Southern Europe","2000s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
0,35.9999990463257,1,1,0,0,1,26,"Southern Europe","1990s","41–60 years","low","perfect","familiar with Swiss customs and traditions","high"
0,18.9999997615814,1,1,0,0,1,21,"Former Yugoslavia and Turkey","1970s","41–60 years","low","perfect","assimilated","high"
1,43.0000019073486,1,1,0,0,1,32,"Southern Europe","1980s","41–60 years","low",NA,"highly assimilated","low"
0,15,0,1,0,0,0,50,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","highly integrated","high"
0,18.9999997615814,0,0,NA,NA,0,37,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"integrated","high"
0,27.0000004768372,1,1,NA,NA,1,40,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,"integrated","low"
0,8.99999976158142,1,0,NA,0,0,47,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","low"
0,34.0000009536743,1,1,NA,NA,1,27,"Southern Europe","2000s","41–60 years","low",NA,NA,NA
0,13.9999997615814,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"highly integrated","high"
0,13.9999997615814,1,1,NA,NA,0,26,"Southern Europe","1990s","41–60 years","low",NA,"integrated","middle"
1,NA,1,0,NA,NA,0,11,"Southern Europe","1980s",NA,"low",NA,"integrated",NA
0,20.9999990463257,1,1,NA,NA,1,46,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,0,0,NA,NA,0,11,"Southern Europe","1980s",NA,"low",NA,"integrated","high"
1,NA,1,0,NA,NA,0,18,"Norther & Western Europe","1990s",NA,"low",NA,"integrated","low"
0,13.9999997615814,0,0,NA,NA,0,29,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"highly integrated","high"
1,NA,0,0,NA,NA,0,22,"Southern Europe","1990s",NA,"low",NA,"integrated",NA
0,17.9999995231628,0,1,NA,NA,0,39,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"integrated","high"
1,NA,1,0,NA,NA,0,13,"Norther & Western Europe","1990s",NA,"low",NA,"integrated","low"
0,11.0000002384186,1,0,NA,NA,0,39,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","low"
0,8.99999976158142,0,0,NA,0,0,46,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","high"
0,6.99999988079071,0,0,NA,0,0,37,"Norther & Western Europe","2000s",NA,"low",NA,"integrated","high"
1,NA,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"highly integrated",NA
0,10,1,1,NA,NA,1,14,"Norther & Western Europe","1980s","41–60 years",NA,NA,"integrated","low"
0,22.9999995231628,1,1,NA,NA,1,38,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect",NA,"low"
0,11.0000002384186,1,1,NA,NA,1,38,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,0,44,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","low"
1,NA,0,0,NA,NA,0,30,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"highly integrated","high"
0,22.0000004768372,1,1,NA,0,1,49,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"integrated",NA
0,13.9999997615814,1,0,NA,NA,0,30,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,"highly integrated",NA
0,27.9999995231628,1,1,NA,NA,1,14,"Southern Europe","1970s","41–60 years","low",NA,"integrated","low"
0,8.00000011920929,1,1,NA,NA,1,8,"Central & Eastern Europe","1980s","21–40 years",NA,NA,"integrated","high"
1,NA,1,0,NA,NA,0,14,"Norther & Western Europe","1990s",NA,"low",NA,"integrated",NA
0,10,1,1,NA,NA,1,38,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"integrated","middle"
0,13.9999997615814,1,1,NA,1,1,19,"Asian Countries","1990s","21–40 years","low",NA,"integrated","low"
0,39.0000009536743,1,1,NA,NA,1,27,"Southern Europe","2000s","60+ years","low",NA,NA,NA
1,NA,0,0,NA,NA,0,13,"Southern Europe","1980s","21–40 years","low",NA,"integrated","high"
1,NA,1,0,NA,NA,0,12,"Norther & Western Europe","1980s","21–40 years","low",NA,NA,"low"
0,11.0000002384186,0,0,NA,NA,0,39,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated",NA
1,NA,0,0,NA,NA,0,38,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,"integrated","high"
0,16.0000002384186,0,0,NA,NA,0,27,"Central & Eastern Europe","1990s",NA,"low","perfect","familiar with Swiss customs and traditions",NA
0,24.0000009536743,1,0,NA,NA,0,20,"Central & Eastern Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,16.0000002384186,1,1,NA,NA,1,27,"Central & Eastern Europe","1990s","41–60 years","low",NA,"familiar with Swiss customs and traditions","middle"
0,24.0000009536743,1,1,NA,NA,1,22,"Central & Eastern Europe","1990s","41–60 years","low","good","familiar with Swiss customs and traditions","high"
0,37.0000004768372,0,0,NA,NA,0,19,"Norther & Western Europe","1990s","41–60 years","low",NA,"integrated","high"
1,NA,1,0,NA,NA,0,46,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated","low"
0,18.9999997615814,1,1,NA,NA,1,52,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"integrated","low"
0,20,1,1,NA,NA,1,52,"Former Yugoslavia and Turkey","2000s","41–60 years","low",NA,"integrated","low"
0,15,1,1,NA,NA,1,63,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,1,0,1,NA,NA,41,"Southern Europe","1990s","21–40 years","low",NA,NA,NA
0,17.9999995231628,1,1,NA,NA,1,41,"Asian Countries","1990s","41–60 years","low",NA,NA,"high"
0,12.0000004768372,1,1,1,NA,1,66,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,27.9999995231628,1,0,NA,NA,NA,63,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"highly integrated","high"
0,29.0000009536743,1,1,1,NA,1,65,"Former Yugoslavia and Turkey","1990s","41–60 years","low",NA,NA,NA
0,NA,1,1,NA,NA,1,24,"Southern Europe","1990s","41–60 years","low",NA,"integrated","low"
0,NA,1,0,NA,NA,NA,71,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
0,37.0000004768372,1,1,NA,1,1,38,"Central & Eastern Europe","1990s","41–60 years","low",NA,"integrated","high"
1,NA,1,0,NA,NA,NA,64,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,"highly integrated","low"
0,25,1,1,NA,NA,1,72,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"perfect",NA,"low"
1,NA,0,0,NA,NA,NA,63,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,72,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"high"
0,13.9999997615814,1,1,NA,NA,1,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low",NA,NA,"low"
1,NA,1,0,NA,NA,NA,65,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,NA
0,48.0000019073486,0,1,NA,NA,1,29,"Norther & Western Europe","2000s","60+ years","low","perfect",NA,NA
1,NA,0,0,NA,NA,NA,64,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,63,"Former Yugoslavia and Turkey","2000s",NA,"low",NA,NA,"high"
1,NA,0,0,NA,NA,NA,23,"Norther & Western Europe","1990s",NA,"low",NA,NA,NA
0,25,0,0,NA,NA,NA,49,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","highly assimilated","high"
0,12.0000004768372,0,0,NA,NA,1,61,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","assimilated","middle"
0,15,1,1,NA,NA,1,61,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","assimilated","middle"
1,NA,0,0,NA,NA,NA,71,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect",NA,NA
0,17.0000004768372,1,1,NA,NA,1,61,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","assimilated","middle"
1,NA,0,0,NA,NA,NA,64,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"high"
1,NA,1,1,NA,NA,1,59,"Southern Europe","2000s","21–40 years","low",NA,NA,"low"
0,15,1,1,NA,NA,1,74,"Former Yugoslavia and Turkey","1990s","41–60 years",NA,NA,NA,"low"
1,NA,1,0,NA,NA,NA,21,"Former Yugoslavia and Turkey","1990s",NA,NA,NA,NA,NA
0,20.9999990463257,0,0,NA,NA,0,49,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,NA
1,NA,1,0,NA,NA,0,21,"Former Yugoslavia and Turkey","1990s",NA,"low",NA,NA,"low"
0,27.9999995231628,1,1,NA,NA,1,16,"Southern Europe","1990s","41–60 years",NA,NA,NA,NA
1,NA,0,0,NA,NA,0,48,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated","high"
0,12.0000004768372,1,1,NA,NA,1,79,"Former Yugoslavia and Turkey","1990s","21–40 years",NA,NA,NA,"low"
0,18.9999997615814,1,1,NA,NA,1,82,"Former Yugoslavia and Turkey","1990s","21–40 years","low",NA,NA,"low"
0,20.9999990463257,1,1,NA,NA,1,55,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect",NA,"middle"
0,30.9999990463257,1,1,NA,NA,1,41,"Former Yugoslavia and Turkey","2000s","41–60 years","low","perfect","integrated",NA
0,27.9999995231628,1,1,NA,NA,1,58,"Former Yugoslavia and Turkey","1990s","41–60 years","low","perfect","integrated",NA
1,NA,0,0,NA,NA,0,52,"Former Yugoslavia and Turkey","1990s",NA,"low","perfect","integrated","high"
0,20.9999990463257,0,0,NA,NA,0,52,"Former Yugoslavia and Turkey","2000s","21–40 years",NA,"perfect",NA,"high"
0,12.9999995231628,0,0,0,NA,0,45,"Asian Countries","1990s","21–40 years","low","good","assimilated","high"
1,13.9999997615814,0,0,NA,0,0,57,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","indistinguishable from Swiss",NA
0,15,1,0,0,0,0,38,"Former Yugoslavia and Turkey","1980s","21–40 years","low","perfect",NA,NA
0,25.9999990463257,1,1,0,0,1,58,"Former Yugoslavia and Turkey","2000s","41–60 years",NA,"good","assimilated","low"
1,17.9999995231628,1,0,0,0,0,23,"Southern Europe","1970s",NA,"low","perfect","indistinguishable from Swiss","low"
0,15,1,0,0,0,0,52,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","integrated","high"
0,20,0,1,0,0,1,52,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
0,15,1,1,0,1,1,47,"Asian Countries","1990s","21–40 years","low","sufficient","integrated","low"
0,20,1,0,0,0,0,51,"Former Yugoslavia and Turkey","2000s","21–40 years","low","perfect","familiar with Swiss customs and traditions","low"
1,17.9999995231628,0,0,0,0,0,50,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","integrated",NA
1,24.0000009536743,0,0,0,0,0,31,"Southern Europe","1990s","21–40 years","low","perfect","highly assimilated","high"
0,11.0000002384186,1,0,0,0,0,58,"Former Yugoslavia and Turkey","2000s",NA,"low","perfect","highly assimilated","high"
1,20.9999990463257,0,0,0,0,0,39,"Southern Europe","1990s","21–40 years","low","perfect","highly integrated","high"
1,17.0000004768372,1,0,0,0,0,23,"Norther & Western Europe","1980s",NA,"low",NA,"highly assimilated","high"
1,20.9999990463257,1,0,0,0,0,44,"Former Yugoslavia and Turkey","1990s","21–40 years","low","perfect","integrated","high"
0,11.0000002384186,1,0,0,1,0,56,"Central & Eastern Europe","1990s","21–40 years","low",NA,"integrated","middle"
1,34.0000009536743,1,0,0,0,0,35,"Norther & Western Europe","1990s","21–40 years","low","perfect","familiar with Swiss customs and traditions","middle"
0,11.0000002384186,1,0,0,1,0,28,"Asian Countries","1970s",NA,"low","perfect","highly assimilated","high"
0,20,1,1,NA,0,1,50,"Former Yugoslavia and Turkey","2000s","21–40 years","low","sufficient","familiar with Swiss customs and traditions","low"
